Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
B;EBES Dienstleistungsgruppe;Privat (GaLaBau);;036208 243827;;99090;Erfurt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Tiefbau, Containerdienst, Abbruch
B;Garten- und Landschaftsbau Tobias Altstädt;Privat (GaLaBau);;0361 43020494;;99098;Erfurt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflasterarbeiten
B;Hofmann GmbH Garten-, Landschafts- und Sportplatzbau;Privat (GaLaBau);;03727 3920;;09306;Erlau (Raum Chemnitz);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gärten, Außenanlagen, Naturpools, Dachbegrünung, Sportplatzbau, Bewässerung
B;Garten Brandt GmbH;Privat (GaLaBau);;02403 7085;;52249;Eschweiler;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen, Baumarbeiten
B;Grün und Gruga – Grugapark Verwaltung;Behörde;;0201 88-83106;info@grugapark.essen.de;45149;Essen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;IGA Metropole Ruhr 2027 gGmbH;Behörde;;0201 565769-12;info@iga2027.ruhr;45128;Essen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Regionalverband Ruhr (RVR) – Referat Freiraum;Behörde;;0201 2069-0;info@rvr.ruhr;45128;Essen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Emschergenossenschaft / Lippeverband (EGLV);Behörde;;0201 104-0;info@eglv.de;45128;Essen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Schloss- und Gartenverwaltung Linderhof;Behörde;;08822 9203-0;sgvlinderhof@bsv.bayern.de;82488;Ettal (Linderhof 12);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Dorfschmidt Gartengestaltung;Privat (GaLaBau);;0711 78285458;;70794;Filderstadt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Pflasterarbeiten, Natursteinpflaster, Baumfällung, Gartenpflege
B;Abt. Grünanlagen und Stadtservice;Kommune;;0335 552-9951;;15234;Frankfurt (Oder);Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Palmengarten der Stadt Frankfurt am Main;Behörde;;069 / 212-33939;info.palmengarten@stadt-frankfurt.de;60323;Frankfurt am Main;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Grünflächenamt Frankfurt -- StadtForst;Behörde;;069 / 212-33186;gruenflaechenamt@stadt-frankfurt.de;60327;Frankfurt am Main;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;VB Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;069 / 5970354;;60320;Frankfurt am Main;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Terrassen, Außenanlagen, individuelle Gartengestaltung
B;Stadtverwaltung – Grünflächen;Kommune;;–;;09599;Freiberg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Hartmann Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;07666 94010;;79111;Freiburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Terrassen, Wegebau, Mauerbau, Pflasterarbeiten, Gartengestaltung
B;Abt. Stadtgrün / Umweltamt;Kommune;;08161 54-0;;85354;Freising;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Stadtbauamt – Grünflächen;Kommune;;0821 6002-0;;86316;Friedberg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;A+W+G Garten- & Landschaftsbau (Andy Wagner);Privat (GaLaBau);;0561 / 813463;;34233;Fuldatal;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Kellersanierung, Region Kassel/Goettingen
B;Bayerische Landesgartenschau GmbH (ByLGS);Behörde;;09973 805330;info@furth2025.de;93437;Furth im Wald (LGS 2025);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;GaLaDi -- Manfred v. Fuchs;Privat (GaLaBau);;0163 7767574;kontakt@mv-galabau.de;19386;Gallin-Kuppentin;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, 20+ Jahre Erfahrung, Schwerin/Rostock/Hamburg
B;Rebohl Garten- und Landschaftsbau;Behörde;;–;info@rebohl-galabau.de;30826;Garbsen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Kramer AG;Privat (GaLaBau);Thomas Kramer (Vorstand);0365 420-0111;info@kramer-ag.de;07552;Gera;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Landschaftspflege, Gartengestaltung, regenerative Energien; Aktiengesellschaft mit breitem Leistungsspektrum"
B;FB Stadtgruen, Umwelt und Infrastruktur;Kommune;;0551 / 400-0;;37083;Goettingen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Marco Wolf GaLaBau;Privat (GaLaBau);;09729 9096848;;97503;Grettstadt (Raum Schweinfurt);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Erdarbeiten, Gartengestaltung, Pflasterarbeiten
B;Greenovis Group / GOERTZ GALABAU GmbH;Privat (GaLaBau);Pascal Goertz;035952 2994-40;info@goertz-galabau.de;01900;Großröhrsdorf;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau für öffentliche, gewerbliche und Wohnanlagen; Sportplatzbau; bundesweite Projekte (Partnerbetrieb der Greenovis Group, Deutschlands größtem GaLaBau-Verbund)"
B;Abt. Grünflächenpflege (Fachbereich Umwelt);Kommune;;0345 2213507;;06110;Halle (Saale);Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Alpina AG – NL Halle;Privat (GaLaBau);Stefanie Leue-Naumann (NL-Leitung);0345 582185;halle@alpina-ag.de;06126;Halle (Saale);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Garten-, Landschafts- und Sportplatzbau; überregional tätig mit mehreren Niederlassungen"
B;GrünFlächenGestaltung Halle GmbH;Privat (GaLaBau);;0345 6785797;info@gfg-halle.de;06112;Halle (Saale);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Garten- und Landschaftsbauarbeiten, Grünflächenpflege
B;NaturPur GmbH;Privat (GaLaBau);;0345 6813550;;06132;Halle (Saale);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Garten- und Landschaftsbau, Grünanlagen; „Grün ist unsere Welt"""
B;BUKEA Hamburg, Amt fuer Naturschutz und Gruenplanung;Behörde;;040 42840-2420;info@bukea.hamburg.de;21109;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Planten un Blomen, Verwaltung;Behörde;;040 42854-4723;plantenunblomen@hamburg-mitte.hamburg.de;20095;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Hamburger Friedhoefe, Aoeffentliche Einrichtung;Behörde;;040 59388-610;;22337;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Herbert Labarre GmbH & Co. KG;Behörde;;Andre Labarre, Bernd Labarre, Sabine Labarre;info@labarre-galabau.de;22337;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Heino Harms Garten- und Landschaftsbau GmbH;Behörde;;Jan Harms (GF);;21129;Hamburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Schmitt Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;040 832-3177;;22549;Hamburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Pflasterarbeiten, Wegebau, Terrassen (seit 1987, 2. Generation)
B;Jacobsen Landschaft & Garten UG & Co. KG;Privat (GaLaBau);;040 69208680;info@jalaga.de;22399;Hamburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Baumpflege, Bewaesserung, Dachbegruenung, Erdbau, Fassadenbegruenung
B;FB V Umwelt und Technische Dienste - Stadtgruen;Kommune;;05151 / 202-0;;31785;Hameln;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Herrenhaeuser Gaerten - Verwaltung (LH Hannover);Behörde;;0511 / 168-34000;herrenhaeuser-gaerten@hannover-stadt.de;30419;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Verband GaLaBau Nordwest e.V. (Niedersachsen-Bremen);Behörde;;–;;30559;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Janisch Garten- und Landschaftsbau GmbH;Behörde;;Claudius Vandreier, Michael Neubauer (GF);info@janisch-galabau.de;30165;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Drewes Landschaftsbau GmbH;Behörde;;Oliver Drewes (GF);info@drewes-galabau.de;30179;Hannover;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Schlossverwaltung Heidelberg;Behörde;;06221 65888-0;info@schloss-heidelberg.de;69117;Heidelberg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Regiebetrieb Gartenbau Heidelberg;Behörde;;06221 / 58-28320;landschaftsamt@heidelberg.de;69120;Heidelberg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Schloss- und Gartenverwaltung Herrenchiemsee;Behörde;;08051 6887-0;sgvherrenchiemsee@bsv.bayern.de;83209;Herrenchiemsee;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Amt für Stadtplanung und Bauwesen, Abt. Grünflächen;Kommune;;09281 815-1560;;95028;Hof;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Grünflächenabteilung der Kreisstadt Homburg;Kommune;;06841 / 101-502;;66424;Homburg (Saar);Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Frühling Galabau GbR;Privat (GaLaBau);;0152 04522601;;85049;Ingolstadt (Cusanusstr. 100);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterbau, Garten- und Landschaftsbau
B;Kommunalservice Jena – Flächenverwaltung;Kommune;;03641 4989-0;;07749;Jena;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Gartengestaltung Riede GmbH;Privat (GaLaBau);;03641 214800;info@gartenriede.de;07745;Jena;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Landschaftsbau, Pflanzungen
B;Garten- und Landschaftsbau Kai-Olaf Schulz;Privat (GaLaBau);;03641 444440;;07743;Jena;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartenbau
B;Landesbetrieb HessenForst;Behörde;;0561 / 3167-0;poststelle@forst.hessen.de;34131;Kassel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Hessen Kassel Heritage (Museumslandschaft Hessen Kassel);Behörde;;0561 / 31680-0;info@heritage-kassel.de;34131;Kassel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stadt Kassel - Umwelt- und Gartenamt / Botanischer Garten;Behörde;;0561 / 787-7007;umwelt-gartenamt@kassel.de;34117;Kassel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Steuber Garten- und Landschaftsbau GmbH;Behörde;;Detlef Schmeissing (GF);info@steuber-galabau.de;34123;Kassel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stadtbauamt – Grünflächen;Kommune;;08341 437-0;;87600;Kaufbeuren;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Abt. 664 – Stadtgrün / Stadtgärtnerei;Kommune;;0831 115;;87435;Kempten (Allgäu);Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Karameta Garten- & Landschaftsbau;Privat (GaLaBau);;0831 9603518;;87437;Kempten (Öschstr. 6);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassenbau, Gartengestaltung (Allgäu-weit)
B;Landesbetrieb Strassenbau und Verkehr SH (LBV.SH);Behörde;;0431 383-0;;24106;Kiel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;GMSH Gebaeudemanagement Schleswig-Holstein;Behörde;;0431 599-0;;24103;Kiel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Landeshauptstadt Kiel, Wald und Tiergehege;Behörde;;0431 901-1067;Gruenflaechenamt@kiel.de;24103;Kiel;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Verband GaLaBau Sachsen e. V.;Behörde;;035204 789943;wahner@galabau-sachsen.de;01665;Klipphausen;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;GDKE RLP, Direktion Burgen, Schloesser, Altertuemer;Behörde;;0261 6675-5000;bsa@gdke.rlp.de;56077;Koblenz;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Freunde der Bundesgartenschau Koblenz e.V.;Behörde;;0261 70-2011;;56068;Koblenz;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Koblenzer Gartenkultur (Eigenbetrieb);Behörde;;0261 129-4204;gruenundfriedhof@stadt.koblenz.de;56073;Koblenz;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Flora und Botanischer Garten Koeln;Behörde;;0221 5608-90;botanischer-garten@stadt-koeln.de;50735;Koeln;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Insel Mainau GmbH;Behörde;;07531 303-0;info@mainau.de;78465;Konstanz-Mainau;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Galabau Evirgen;Privat (GaLaBau);;0176 63779827;;47839;Krefeld;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Betonpflaster, Terrassenbau, Zaunbau, Trockenlegung; Inh.: Özgür Evirgen"
B;Wolf Garten- und Landschaftsbau GbR;Privat (GaLaBau);;06203 / 14390;;68526;Ladenburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"Pflasterarbeiten, Wegebau, Natursteinpflaster, Gartenpflege, Baumpflege; Raum HD/MA"
B;Stadtgartenamt (Referat 5 – Bauen, Umwelt);Kommune;;0871 88-0;;84028;Landshut;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Garten- & Landschaftsbau Tolle;Privat (GaLaBau);;0341 92639;;04349;Leipzig;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Terrassen, Treppen, Gartenmauern, Zäune, Bewässerung
B;Schlossverwaltung Ludwigsburg;Behörde;;07141 18-6400;info@schloss-ludwigsburg.de;71634;Ludwigsburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Bereich 4-21 Grünflächen und Friedhöfe;Kommune;;0621 / 504-2067;;67059;Ludwigshafen am Rhein;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Meykopff Garten- und Landschaftsbau GmbH;Behörde;;Mario Stein;kontakt@meykopff.com;23566;Luebeck;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Verband GaLaBau Sachsen-Anhalt e.V.;Behörde;;–;;39124;Magdeburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;RGB Rothenseer Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;0391 / 8507-222;info@rgb-gala.de;39114;Magdeburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Baumpflege, Gruenpflege, oeffentliche und gewerbliche Auftraege
B;Gartenträume – Historische Parks in Sachsen-Anhalt e. V.;Behörde;;0391 8861-7302;info@gartentraeume-sachsen-anhalt.de;39108;Magdeburg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Heuckeroth Garten- und Landschaftsbau GmbH;Privat (GaLaBau);;06134 / 62616;;55252;Mainz-Kastel;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;"GaLaBau, Pflasterarbeiten, Wegebau, Mauerbau, Bepflanzung; seit 1981"
B;GaLaBau Ingolstadt;Privat (GaLaBau);;0172 8733047;;85077;Manching (Heusteig 5);Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Landschaftsgärtnerei, Pflasterarbeiten, Gartengestaltung
B;Eigenbetrieb Stadtraumservice Mannheim -- Grünflächen;Kommune;;0621 / 293-0 (115);;68161;Mannheim;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;REMONDIS Service Südwest GmbH;Privat (GaLaBau);;0621 170287;;68169;Mannheim;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gebäudeservices, Grünflächenpflege, GaLaBau-Dienstleistungen, Wegebau
B;Eigenbetrieb Stadtraumservice Mannheim;Behörde;;0621 / 293-0;;68161;Mannheim;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Stadtverwaltung – Grünflächen;Kommune;;–;;01662;Meißen;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Benning GmbH & Co. KG;Behörde;;–;;48163;Muenster;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Gärtenabteilung (Zentrale);Behörde;;089 17908-502;;80638;München;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Bayer. Schlösserverwaltung – Zentrale;Behörde;;089 17908-0;poststelle@bsv.bayern.de;80638;München (Schloss Nymphenburg, Eingang 16);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Schloss- und Gartenverwaltung Nymphenburg;Behörde;;089 17908-0;sgvnymphenburg@bsv.bayern.de;80638;München (Schloss Nymphenburg, Eingang 19);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Bayerische Verwaltung der staatlichen Schlösser, Gärten und Seen;Behörde;;089 17908-0;poststelle@bsv.bayern.de;80638;München (Zentrale);Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Grünflächenamt;Kommune;;0395 555-1861;;17033;Neubrandenburg;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Bauamt -- Abt. Grünflächen der Kreisstadt Neunkirchen;Kommune;;06821 / 202-0;;66538;Neunkirchen (Saar);Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Landesgartenschau Neuss 2026 GmbH;Behörde;;–;info@landesgartenschau-neuss.de;41460;Neuss;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;GSP GaLaBau;Privat (GaLaBau);;09568 8820115;;96465;Neustadt b. Coburg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Pflasterarbeiten, Baggerarbeiten, Terrassen
B;Gruenflaechenamt der Stadt Norderstedt;Kommune;;040 535950;;22846;Norderstedt;Frostschäden an Parkwegen und öffentlichen Flächen schnell beheben — ARM Kaltasphalt als Sofortlösung;Kommunale Grünflächenpflege, Wegebau, Flächeninstandsetzung
B;Gruenkonzept DP GmbH;Privat (GaLaBau);;040 539-33957;;22851;Norderstedt;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;GaLaBau, Gartengestaltung, Pflasterarbeiten, Terrassen, Wegebau
B;Erwin Rumpf Garten- und Landschaftsbau GmbH & Co. KG;Behörde;;–;;24589;Nortorf;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Staatliches Bauamt Nürnberg – Hochbau/Freianlagen;Behörde;;–;;90402;Nürnberg;Kaltasphalt für Sofort-Reparaturen an Wegen und Plätzen in öffentlichen Grünanlagen;Öffentliche Grünanlagen, Parks, Gärten, Wegebau
B;Kolb Garten- und Landschaftsbau GmbH (GarLa-Gruppe);Privat (GaLaBau);;0911 32290;;90427;Nürnberg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gewerblicher und öffentlicher GaLaBau, Wohnungsbau, Pflasterarbeiten, Außenanlagen
B;Nordgrün Nürnberg GaLaBau GmbH (GarLa-Gruppe);Privat (GaLaBau);;0911 8911230;;90427;Nürnberg;Schnelle Asphalt-Reparatur für Einfahrten, Wege und Terrassen — ARM Kaltasphalt, sofort verarbeitbar;Gartengestaltung, Außenanlagen, Pflaster, Bepflanzung
