Priorität;Firma;Kategorie;Ansprechpartner;Telefon;Email;PLZ;Ort;Gesprächsaufhänger;Notiz
B;Leonhard Weiss / AMF Asphaltmischwerke Franken;Privat (Straßenbau);F. Hähnlein, S. Schmidt-Weiss (AMF);09805 / 933996;info@asphalt24.de;91595;Burgoberbach (AMF);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Walzasphaltproduktion, Asphaltfräsgut-Recycling; LW gesamt ca. 7.500 MA"
B;Josef Rädlinger Bauunternehmen GmbH;Privat (Straßenbau);Josef Rädlinger (GF);;marketing@raedlinger.com;93413;Cham;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau & Tiefbau; Sanierung/Instandsetzung"
B;LASuV – Niederlassung Chemnitz;Behörde;;0371 / 4590-0;nl-chemnitz@lasuv.sachsen.de;09111;Chemnitz;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Chemnitzer Verkehrsbau GmbH;Privat (Straßenbau);;0371 / 4556-100;;09116;Chemnitz;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen- und Kanalbau, Asphaltierung, Deckensanierung; Raum Chemnitz"
B;Straßen.NRW - RNL Münsterland;Behörde;;02541 / 742-0;kontakt.rnl.msl@strassen.nrw.de;48653;Coesfeld;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Kreis Coesfeld - Abt. 66 Straßenbau;Behörde;;02541 / 742-0;info@kreis-coesfeld.de;48653;Coesfeld;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;EUROVIA GmbH – NL Sachsen;Privat (Straßenbau);;03523 / 77;;01640;Coswig;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, eigene Asphaltmischanlagen; Teil von VINCI Construction"
B;LS - Niederlassung Cottbus;Behörde;;0355 / 4949-0;nl.cottbus@ls.brandenburg.de;03046;Cottbus;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Hessen Mobil – Standort Darmstadt;Behörde;;06151 / 3309-0;;64295;Darmstadt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Regierungspräsidium Darmstadt – Abt. Straßenverkehr;Behörde;;06151 / 12-0;poststelle@rpda.hessen.de;64283;Darmstadt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Heinrich Leser GmbH;Privat (Straßenbau);;06151 / 3621;;64295;Darmstadt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau; seit 1895; Raum Darmstadt/Südhessen"
B;Schaupp Bau GmbH;Privat (Straßenbau);;0991 / 2503190;;94469;Deggendorf;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau; Familienunternehmen seit 40+ Jahren"
B;Berger Bau SE – NL Sachsen-Anhalt;Privat (Straßenbau);;0340 / 2167;;06842;Dessau-Roßlau;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Verkehrswegebau; Konzern-NL"
B;Helming & Sohn GmbH;Privat (Straßenbau);;06071 / 9289;;64807;Dieburg;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau; seit 1972; Raum Darmstadt-Dieburg"
B;Dittgen Bauunternehmen GmbH;Privat (Straßenbau);;06831 / 9440;;66763;Dillingen/Saar;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau; seit 1964; Raum Saarlouis/Merzig"
B;Dallmayr Tief- und Straßenbau GmbH;Privat (Straßenbau);;08731 / 3190;;84130;Dingolfing;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltierung, Tiefbau; Raum Dingolfing/Niederbayern"
B;RP Freiburg – Straßenbauamt Donaueschingen;Behörde;;0771 / 8966-0;;78166;Donaueschingen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Schmid Straßen- und Tiefbau GmbH;Privat (Straßenbau);;0906 / 706;;86609;Donauwörth;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Tiefbau; Schwaben/Donau-Ries"
B;Schmidbauer Tiefbau GmbH;Privat (Straßenbau);;08081 / 9395;;84405;Dorfen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltierung, Kanalbau; Raum Erding/Dorfen"
B;STRABAG AG - Direktion NRW;Privat (Straßenbau);;0231 / 5188;info@strabag.com;44141;Dortmund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Autobahnbau, Asphalt, Beton, Ingenieurbau
B;Kemna Bau Andreae GmbH & Co. KG;Privat (Straßenbau);;0231 / 9658;info@kemna.de;44388;Dortmund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Asphaltbau, eigene Mischanlagen, Kaltrecycling
B;Johann Bunte Bauunternehmung - NL Dortmund;Privat (Straßenbau);;0231 / 557;info@bunte.de;44135;Dortmund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Autobahnbau, Asphalt, Erdbau
B;Swietelsky - NL Westfalen;Privat (Straßenbau);;0231 / 925620;info@swietelsky.de;44309;Dortmund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Gleisbau, Asphalt, Ingenieurbau
B;Bickhardt Bau AG - NL Westfalen;Privat (Straßenbau);;0231 / 4727;info@bickhardt.de;44135;Dortmund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Autobahnbau, Kanalbau
B;Heinrich Walter Bau GmbH;Privat (Straßenbau);;0231 / 6108;info@walter-bau.de;44379;Dortmund;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Kanalbau
B;Landesamt für Straßenbau und Verkehr (LASuV) – Zentrale;Behörde;;0351 / 8139-0;poststelle@lasuv.sachsen.de;01099;Dresden;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;STRABAG AG – Direktion Ost / Bereich Sachsen;Privat (Straßenbau);;0351 / 8584;;01139;Dresden;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Autobahnbau, Asphalt, Brückenbau; Marktführer Verkehrswegebau"
B;Swietelsky Baugesellschaft mbH – NL Sachsen;Privat (Straßenbau);;0351 / 8899;;01109;Dresden;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Verkehrswegebau, Gleisbau, Tiefbau
B;Eiffage Infra-Bau SE – NL Sachsen;Privat (Straßenbau);;0351 / 81266;;01099;Dresden;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Asphalt, Ingenieurbau
B;Eurovia GmbH - NL Düsseldorf;Privat (Straßenbau);;0211 / 6543;info@eurovia.de;40472;Düsseldorf;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Asphalt, Pflasterarbeiten
B;Eiffage Infra-Bau SE - NL NRW;Privat (Straßenbau);;0211 / 5969;info@eiffage-infra.de;40472;Düsseldorf;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Autobahnbau, Asphalt, Brückenbau
B;PORR GmbH & Co. KGaA - NL NRW;Privat (Straßenbau);;0211 / 5900;info@porr.de;40472;Düsseldorf;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Tiefbau, Infrastrukturbau, Kanalbau
B;Heinrich Schlegel GmbH & Co. KG;Privat (Straßenbau);;07163 / 530;;73061;Ebersbach/Fils;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Kanalbau, Erdbau, Deponiebau; regional stark verankert"
B;LS - Niederlassung Eberswalde;Behörde;;03334 / 661-0;nl.eberswalde@ls.brandenburg.de;16225;Eberswalde;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Barnim - Straßenverkehrsamt;Behörde;;03334 / 214-1601;strassenverkehrsamt@kvbarnim.de;16225;Eberswalde;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Konrad Bau GmbH;Privat (Straßenbau);;08721 / 5072;;84307;Eggenfelden;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltarbeiten; Raum Rottal-Inn"
B;Heinrich Rohde GmbH Straßen- und Tiefbau;Privat (Straßenbau);;05561 / 3098;info@rohde-einbeck.de;37574;Einbeck;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphalt, Pflaster; Region Südniedersachsen"
B;RP Stuttgart – Straßenbauamt Ellwangen;Behörde;;07961 / 5020-0;;73479;Ellwangen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Thüringer Landesamt für Bau und Verkehr – Straßenbetrieb;Land Thüringen;Nadine Freiberg (Kontakt);+49 361 57415-1530;nadine.freiberg@tlbv.thueringen.de;99085;Erfurt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenunterhalt/Erhaltungsmaßnahmen
B;Thüringer Landesamt für Bau und Verkehr (TLBV);Behörde;;0361 / 574135-309;;99085;Erfurt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;STRABAG AG – Direktion Hessen/Rheinland-Pfalz;Privat (Straßenbau);;06196 / 764;;65760;Eschborn;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Asphaltbau, Tiefbau, Ingenieurbau; Großprojekte A3, A5, A66; eigene Asphaltmischwerke"
B;Hessen Mobil – Standort Eschwege;Behörde;;05651 / 3390-0;poststelle.esw@mobil.hessen.de;37269;Eschwege;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Werra-Meißner-Kreis – Straßenbau;Behörde;;05651 / 302-0;info@werra-meissner-kreis.de;37269;Eschwege;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Eurovia GmbH - NL Ruhrgebiet;Privat (Straßenbau);;0201 / 8643;info@eurovia.de;45356;Essen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt (eigene Mischwerke), Kanalbau
B;HOCHTIEF Infrastructure - Zentrale;Privat (Straßenbau);;0201 / 824;info@hochtief.de;45128;Essen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Ingenieurbau, Infrastruktur, Verkehrswegebau
B;Hans-Georg Schöne Baugesellschaft;Privat (Straßenbau);;0201 / 8623;info@schoene-bau.de;45356;Essen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Tiefbau, Kanalbau
B;G. Kraft Straßenbau GmbH;Privat (Straßenbau);;0711 / 7007;;70794;Filderstadt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Pflasterarbeiten, Erschließung; Familienunternehmen"
B;LS - Niederlassung Frankfurt (Oder);Behörde;;0335 / 560-0;nl.frankfurt@ls.brandenburg.de;15234;Frankfurt (Oder);Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Hessen Mobil – Standort Frankfurt;Behörde;;069 / 7595-0;;60439;Frankfurt am Main;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;PORR GmbH & Co. KGaA – NL Frankfurt;Privat (Straßenbau);;069 / 7591;;60486;Frankfurt am Main;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Ingenieurbau, Infrastruktur; österr. Konzern; ca. 20.000 MA gesamt"
B;Jean Bratengeier GmbH – NL Frankfurt;Privat (Straßenbau);;069 / 4200;;60386;Frankfurt am Main;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Tiefbau, Kanalbau, Verkehrssicherung; seit 1947"
B;Bunte Bauunternehmung GmbH & Co. KG – NL Frankfurt;Privat (Straßenbau);;069 / 5302;;60433;Frankfurt am Main;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Ingenieurbau, Gleisbau; Familienunternehmen; ca. 1.600 MA gesamt"
B;JÖST GmbH + Co. KG;Privat (Straßenbau);;069 / 5060;;60437;Frankfurt am Main;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Kanalbau; seit 1919; Raum Frankfurt Nord"
B;Matthäi Bauunternehmen GmbH & Co. KG – NL Frankfurt;Privat (Straßenbau);;069 / 4201;;60386;Frankfurt am Main;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphalt, Tiefbau, Erdbau; ca. 3.000 MA gesamt; Familienunternehmen"
B;Regierungspräsidium Freiburg – Abt. 4 Straßenwesen;Behörde;;0761 / 208-0;abteilung4@rpf.bwl.de;79083;Freiburg;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;RP Freiburg – Straßenbauamt Freiburg;Behörde;;0761 / 208-0;;79083;Freiburg;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Swietelsky Bauges. mbH – NL Bayern;Privat (Straßenbau);;08654 / 7787;;83395;Freilassing;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Verkehrswegebau, Asphaltbau, Tiefbau
B;Swietelsky-Faber GmbH;Privat (Straßenbau);;08654 / 7787;;83395;Freilassing;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Deckensanierung; eigene Asphaltmischanlagen; Südostbayern"
B;Kemmer Straßen- und Tiefbau GmbH;Privat (Straßenbau);;0821 / 60280;;86316;Friedberg;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltarbeiten; Raum Augsburg/Friedberg; ca. 80 MA"
B;Hessen Mobil – Standort Fulda;Behörde;;0661 / 9495-0;poststelle.fd@mobil.hessen.de;36037;Fulda;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Fulda – Fachdienst Straßen;Behörde;;0661 / 6006-0;info@landkreis-fulda.de;36037;Fulda;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Hessen Mobil – Standort Gelnhausen;Behörde;;06051 / 4889-0;;63571;Gelnhausen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Straßen.NRW - Zentrale;Behörde;;0209 / 3808-0;kontakt@strassen.nrw.de;45888;Gelsenkirchen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Thüringer Landesamt für Bau und Verkehr (TLBV) – Standort Gera;Behörde;;0365 / 7314-0;poststelle@tlbv.thueringen.de;07545;Gera;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Ostthüringer Straßenbau GmbH;Privat (Straßenbau);;0365 / 4370;;07545;Gera;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphalt, Deckensanierung; Ostthüringen"
B;Tschuda Bau GmbH;Privat (Straßenbau);;08171 / 9342;;82538;Geretsried;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltarbeiten, Kanalbau; Raum Oberbayern Süd"
B;ASTO GmbH & Co. KG;Privat (Straßenbau);;0821 / 2497;;86368;Gersthofen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Asphaltmischwerk, Asphaltproduktion, Straßenbau; eigene Mischanlage"
B;Landkreis Gifhorn – Straßenbau;Behörde;;05371 / 82-0;info@gifhorn.de;38518;Gifhorn;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Georg Maier Tiefbau GmbH;Privat (Straßenbau);;08093 / 9037;;85625;Glonn;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltarbeiten, Kanalbau; Raum München Ost"
B;NLStBV – Geschäftsbereich Goslar;Behörde;;05321 / 311-0;poststelle-gs@nlstbv.niedersachsen.de;38640;Goslar;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Goslar – Fachdienst Straßen;Behörde;;05321 / 76-0;info@landkreis-goslar.de;38640;Goslar;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Norddeutsche Naturstein GmbH – Asphaltwerk Harz;Privat (Straßenbau);;05321 / 3944;info@nng-goslar.de;38640;Goslar;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Asphaltherstellung, Natursteinproduktion, Straßenbaustoffe
B;Gierl Bau GmbH;Privat (Straßenbau);;08661 / 9856;;83355;Grabenstätt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltierung, Erdbau; Raum Chiemgau; seit 1964"
B;Landkreis Vorpommern-Greifswald - Straßenamt;Behörde;;03834 / 8760-3600;strassenamt@kreis-vg.de;17489;Greifswald;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Rhein-Kreis Neuss - Tiefbauamt;Behörde;;02181 / 601-6622;tiefbauamt@rhein-kreis-neuss.de;41515;Grevenbroich;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;GP Papenburg Baugesellschaft mbH - NL Berlin-Brandenburg;Privat (Straßenbau);-;033701 / 3590;info@gp-papenburg.de;14979;Großbeeren;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Erdbau, Asphaltbau
B;Max Bögl Stiftung & Co. KG – NL Sachsen;Privat (Straßenbau);;035263 / 665;;01609;Gröditz;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Infrastrukturbau, Brücken, Verkehrswegebau
B;Leonhard Weiss GmbH & Co. KG – Zentrale;Privat (Straßenbau);;07161 / 602;;73037;Göppingen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Ingenieurbau, Gleisbau, Asphaltbau; ca. 7.500 MA; seit 1900; eigene Asphaltmischanlagen"
B;Landkreis Göttingen – Fachdienst Straßen;Behörde;;0551 / 525-0;info@landkreisgoettingen.de;37073;Göttingen;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Dreyer + Bosse Kraftwerke GmbH – Bereich Straßenbau;Privat (Straßenbau);;0551 / 9001;info@dreyer-bosse.de;37081;Göttingen;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßen-/Tiefbau, Asphalt, Erschließung
B;Straßenbauamt Güstrow (SBL MV);Behörde;;03843 / 624-0;poststelle@sba-gue.mv-regierung.de;18273;Güstrow;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Rostock - Straßenamt;Behörde;;03843 / 755-3400;strassenamt@lkros.de;18273;Güstrow;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Hessen Mobil – Standort Hadamar;Behörde;;06433 / 9160-0;;65589;Hadamar;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Harz – Straßenmeisterei;Behörde;;03941 / 5970-0;info@kreis-hz.de;38820;Halberstadt;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Hoch- und Tiefbau GmbH Halberstadt;Privat (Straßenbau);;03941 / 5609;info@htb-halberstadt.de;38820;Halberstadt;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Tiefbau, Asphalt, Pflaster; Raum Harz"
B;Landkreis Börde – Straßenbau;Behörde;;03904 / 7240-0;info@landkreis-boerde.de;39340;Haldensleben;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landesstraßenbaubehörde Sachsen-Anhalt (LSBB) – Regionalbereich Süd;Behörde;;0345 / 4823-0;rb-sued@lsbb.sachsen-anhalt.de;06112;Halle (Saale);Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;STRABAG AG – NL Sachsen-Anhalt;Privat (Straßenbau);;0345 / 5606;;06112;Halle (Saale);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Asphalt, Ingenieurbau
B;EUROVIA GmbH – NL Sachsen-Anhalt;Privat (Straßenbau);;0345 / 5258;;06118;Halle (Saale);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;Straßenbau, Asphalt, Deckenbau
B;GP Günter Papenburg – NL Halle;Privat (Straßenbau);;0345 / 5130;;06112;Halle (Saale);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltmischwerke, Erdbau; einer der größten Straßenbauer Ostdeutschlands"
B;Bau Halle GmbH;Privat (Straßenbau);;0345 / 560;;06128;Halle (Saale);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphalt, Tiefbau; Raum Halle/Saalekreis"
B;HASTRA-Service GmbH;Privat (Straßenbau);;0345 / 5606-100;;06128;Halle (Saale);Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Asphalt- und Straßenbau, Tiefbau, Verkehrssicherung; ca. 100 Mitarbeiter"
B;NLStBV – Geschäftsbereich Hameln;Behörde;;05151 / 4026-0;poststelle-hm@nlstbv.niedersachsen.de;31785;Hameln;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Landkreis Hameln-Pyrmont – Straßenmeisterei;Behörde;;05151 / 903-0;info@hameln-pyrmont.de;31785;Hameln;Sofort-Reparaturlösung für Straßenunterhalt nach Frostperiode - ARM Asphalt Repair Mix;Straßenbau/-unterhaltung Bundes-/Staatsstraßen
B;Jakob Bau GmbH;Privat (Straßenbau);;06185 / 8925;;63546;Hammersbach;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Asphaltbau, Pflasterarbeiten; Raum Wetterau/Main-Kinzig"
B;Heitkamp Industrial Solutions GmbH – NL Rhein-Main;Privat (Straßenbau);;06181 / 4200;;63456;Hanau;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßen-/Tiefbau, Rückbau, Industrieservice; ca. 600 MA gesamt"
B;Kirchner Straßen- und Tiefbau GmbH – NL Hessen;Privat (Straßenbau);;06181 / 9290;;63450;Hanau;Ergänzung für schnelle Kleinreparaturen zwischen Heißasphalt-Einsätzen - ARM Kaltasphalt;"Straßenbau, Asphaltbau, Instandsetzung; überregional; ca. 400 MA"
